"iter_no","mean_reward","actor_loss","ctitc_loss"
"100000","-1213.6632","0.0","0.0"
"100200","-1211.4814","7.131569862365723","0.1331137716770172"
"100400","-1213.3239","8.350693702697754","0.514343798160553"
"100600","-1220.2892","10.759584426879883","0.19090501964092255"
"100800","-1224.3369","11.427313804626465","0.24354256689548492"
"101000","-1227.343","12.325973510742188","0.20386341214179993"
"101200","-1231.0237","11.851184844970703","0.024100933223962784"
"101400","-1236.8971","12.427297592163086","1.9775946140289307"
"101600","-1243.1051","15.18183422088623","0.04725874215364456"
"101800","-1249.8813","16.6719970703125","0.22215361893177032"
"102000","-1255.616","16.226978302001953","3.314258337020874"
"102200","-1260.9651","18.850914001464844","0.11155024915933609"
"102400","-1265.5046","19.632305145263672","0.17689873278141022"
"102600","-1270.2953","21.19322395324707","2.400801658630371"
"102800","-1271.831","19.31094741821289","0.7318511009216309"
"103000","-1276.6204","18.53619384765625","0.6784206628799438"
"103200","-1275.9882","19.95889663696289","0.10188938677310944"
"103400","-1275.9114","21.90842056274414","0.2719935178756714"
"103600","-1274.6282","22.85590362548828","0.7202905416488647"
"103800","-1275.1073","24.87900161743164","0.1376228779554367"
"104000","-1271.4507","27.583484649658203","1.250823736190796"
"104200","-1276.4188","23.669963836669922","0.3017565906047821"
"104400","-1261.7617","27.518733978271484","0.5187108516693115"
"104600","-1260.6997","29.5363712310791","0.28308627009391785"
"104800","-1265.6357","25.863468170166016","0.1380273699760437"
"105000","-1270.2483","27.758056640625","10.593210220336914"
"105200","-1269.1515","28.549541473388672","1.4889940023422241"
"105400","-1264.362","33.80335235595703","0.8929579257965088"
"105600","-1266.5665","33.6629638671875","0.6330759525299072"
"105800","-1270.7477","35.998779296875","6.155789852142334"
"106000","-1275.6609","33.281185150146484","1.3464884757995605"
"106200","-1278.3055","35.4898681640625","46.52198028564453"
"106400","-1270.4972","32.648189544677734","0.5426950454711914"
"106600","-1267.7118","38.9152946472168","0.9574276208877563"
"106800","-1267.6196","35.132286071777344","3.8825795650482178"
"107000","-1269.6351","34.26461410522461","2.4021155834198"
"107200","-1255.6781","39.56170654296875","60.64925003051758"
"107400","-1255.6963","37.12970733642578","0.9838835597038269"
"107600","-1252.3334","36.771305084228516","17.927942276000977"
"107800","-1243.2013","42.19322204589844","0.43672269582748413"
"108000","-1242.7295","44.18508529663086","65.8357925415039"
"108200","-1234.4427","38.65989303588867","0.34445589780807495"
"108400","-1226.8882","38.877376556396484","27.409812927246094"
"108600","-1221.642","45.57167053222656","0.6710501909255981"
"108800","-1211.9683","43.81489562988281","11.650944709777832"
"109000","-1211.9287","43.536720275878906","4.76710319519043"
"109200","-1201.4468","44.369537353515625","46.883880615234375"
"109400","-1189.611","49.304100036621094","0.9123877882957458"
"109600","-1180.8086","44.86017608642578","3.101663112640381"
"109800","-1175.7611","45.661827087402344","73.16521453857422"
"110000","-1175.2185","45.47627639770508","1.2840187549591064"
"110200","-1172.3517","49.2666130065918","63.26944351196289"
"110400","-1176.1349","48.30252456665039","3.0254220962524414"
"110600","-1175.4424","49.29275131225586","0.3821304440498352"
"110800","-1171.1846","51.23099136352539","58.41923904418945"
"111000","-1173.2136","47.53966522216797","89.13351440429688"
"111200","-1164.1329","55.68976974487305","3.0879056453704834"
"111400","-1148.0629","51.47085952758789","65.86231994628906"
"111600","-1138.6985","55.02971649169922","1.339759111404419"
"111800","-1123.4995","64.8265609741211","3.980870485305786"
"112000","-1116.1692","57.177215576171875","1.2562341690063477"
"112200","-1100.0114","55.47271728515625","1.7368320226669312"
"112400","-1092.7505","59.157745361328125","0.65350341796875"
"112600","-1082.4976","52.9481086730957","3.782806396484375"
"112800","-1071.9664","64.02601623535156","1.9339522123336792"
"113000","-1061.6229","57.457923889160156","0.9345100522041321"
"113200","-1053.2755","51.08940124511719","91.69745635986328"
"113400","-1044.027","58.121192932128906","2.5332956314086914"
"113600","-1035.1897","62.9316520690918","73.23563385009766"
"113800","-1019.69586","59.775875091552734","4.355916500091553"
"114000","-1005.63257","64.41211700439453","1.630467414855957"
"114200","-996.1135","60.72700881958008","2.396796941757202"
"114400","-981.84283","67.698974609375","8.515523910522461"
"114600","-972.7491","60.17082977294922","1.6337400674819946"
"114800","-962.7004","61.30293273925781","126.44436645507812"
"115000","-950.4816","68.6418228149414","1.870117425918579"
"115200","-940.1107","69.65312957763672","0.6626564860343933"
"115400","-927.35547","68.90493774414062","1.0522974729537964"
"115600","-914.80096","70.40938568115234","1.65700101852417"
"115800","-902.31757","65.26463317871094","0.9548266530036926"
"116000","-893.40784","74.46542358398438","7.580145835876465"
"116200","-879.90173","71.59839630126953","3.8579928874969482"
"116400","-870.83875","70.97374725341797","1.7280924320220947"
"116600","-864.31134","75.17364501953125","1.5492241382598877"
"116800","-853.02454","72.44355010986328","127.34383392333984"
"117000","-839.4012","74.81170654296875","10.029362678527832"
"117200","-833.31287","75.74093627929688","95.6758041381836"
"117400","-823.1161","77.90568542480469","3.7346231937408447"
"117600","-809.06836","65.2966537475586","4.082974910736084"
"117800","-801.05835","75.11407470703125","3.855882406234741"
"118000","-792.6368","71.4895248413086","78.61969757080078"
"118200","-783.5876","71.90321350097656","2.4454846382141113"
"118400","-774.6122","72.75553894042969","90.29502868652344"
"118600","-760.8631","73.5023422241211","6.435579776763916"
"118800","-752.92865","75.23553466796875","1.771847128868103"
"119000","-739.4433","75.29991149902344","5.056418418884277"
"119200","-729.33344","79.09574890136719","122.04505920410156"
"119400","-721.085","70.8638916015625","6.598967552185059"
"119600","-708.0721","67.70258331298828","6.356072902679443"
"119800","-702.70526","79.5821533203125","3.7788569927215576"
"120000","-693.30646","85.3201904296875","6.095681190490723"
"120200","-683.78107","70.10155487060547","69.74617767333984"
"120400","-669.664","74.68122863769531","8.806400299072266"
